utc_dt_naive,ut_p_kw,ut_pos_ltea_kwh,ut_neg_ltea_kwh,ba_p_kw,ba_pos_ltea_kwh,ba_neg_ltea_kwh,pv_p_kw,pv_pos_ltea_kwh,pv_neg_ltea_kwh
2021-01-10 21:16:35,-16.548000000000002,2383160.3551527094,34141.32638660003,221.15,135910.8364098291,189548.2765014562,19.676000000000002,658898.2194368675,3.5
2021-01-10 21:16:37,-20.927,2383160.3551527094,34141.33697022752,221.12,135910.96171450993,189548.2765014562,19.835,658898.2306533956,3.5
2021-01-10 21:16:39,-20.719,2383160.3551527094,34141.34781053427,221.16,135911.07682825616,189548.2765014562,20.021,658898.2410514714,3.5
2021-01-10 21:16:40,,,,,,,,,
2021-01-10 21:16:41,-20.71,2383160.3551527094,34141.358836513944,221.3,135911.1935502324,189548.2765014562,20.205000000000002,658898.2516852705,3.5
2021-01-10 21:16:43,-23.799,2383160.3551527094,34141.37285435569,220.4,135911.3282655382,189548.2765014562,20.37,658898.2640800907,3.5
2021-01-10 21:16:45,-24.067,2383160.3551527094,34141.38422034037,220.65,135911.43207812676,189548.2765014562,20.539,658898.2737276223,3.5
2021-01-10 21:16:47,-23.461000000000002,2383160.3551527094,34141.39968319102,220.96,135911.5754022363,189548.2765014562,20.689,658898.2871299379,3.5
2021-01-10 21:16:49,-24.354,2383160.3551527094,34141.41302303563,221.16,135911.69833741518,189548.2765014562,20.846,658898.298699344,3.5
2021-01-10 21:16:50,,,,,,,,,
2021-01-10 21:16:51,-24.524,2383160.3551527094,34141.42622918582,221.54,135911.81799571426,189548.2765014562,21.014,658898.3100322763,3.5
2021-01-10 21:16:53,-24.853,2383160.3551527094,34141.43894259512,217.92000000000002,135911.93337874734,189548.2765014562,21.171,658898.3211160813,3.5
2021-01-10 21:16:55,-23.515,2383160.3551527094,34141.451586182906,218.24,135912.0496004077,189548.2765014562,21.305,658898.3324502553,3.5
2021-01-10 21:16:57,-25.553,2383160.3551527094,34141.464253716986,218.43,135912.17017431403,189548.2765014562,21.424,658898.3442572827,3.5
2021-01-10 21:16:59,-25.594,2383160.3551527094,34141.48031954253,218.47,135912.30731269988,189548.2765014562,21.552,658898.3577656517,3.5
2021-01-10 21:17:00,,,,,,,,,
2021-01-10 21:17:01,-24.326,2383160.3551527094,34141.493835252026,218.5,135912.42870253633,189548.2765014562,21.678,658898.3697982627,3.5
2021-01-10 21:17:03,-24.092,2383160.3551527094,34141.50721998587,216.53,135912.54901157186,189548.2765014562,21.786,658898.3818880243,3.5
2021-01-10 21:17:05,-24.119,2383160.3551527094,34141.52051205407,216.62,135912.6693547191,189548.2765014562,21.887,658898.3940263761,3.5
2021-01-10 21:17:07,,,,216.74,135912.78976720583,189548.2765014562,21.98,658898.4062256921,3.5
2021-01-10 21:17:09,-24.024,2383160.3551527094,34141.54631141926,216.69,135912.90153865883,189548.2765014562,22.076,658898.4176055506,3.5
2021-01-10 21:17:10,,,,,,,,,
2021-01-10 21:17:11,-22.685,2383160.3551527094,34141.55981557801,216.66,135913.03051377888,189548.2765014562,22.131,658898.4307798531,3.5
2021-01-10 21:17:13,-22.653000000000002,2383160.3551527094,34141.57105147987,215.69,135913.1376408896,189548.2765014562,22.251,658898.4418260003,3.5
2021-01-10 21:17:15,-22.474,2383160.3551527094,34141.58486081758,215.73000000000002,135913.27019864388,189548.2765014562,22.296,658898.4555221783,3.5
2021-01-10 21:17:17,-21.974,2383160.3551527094,34141.59445518988,215.84,135913.36906098336,189548.2765014562,22.323,658898.4657469048,3.5
2021-01-10 21:17:19,-23.45,2383160.3551527094,34141.60976941528,215.83,135913.510012759,189548.2765014562,22.415,658898.4803724186,3.5
2021-01-10 21:17:20,,,,,,,,,
2021-01-10 21:17:21,-24.639,2383160.3551527094,34141.622286259735,216.42000000000002,135913.6212149371,189548.2765014562,22.45,658898.4919097956,3.5
2021-01-10 21:17:23,-25.227,2383160.3551527094,34141.63734869656,216.81,135913.75066806012,189548.2765014562,22.454,658898.5053188258,3.5
2021-01-10 21:17:25,-24.89,2383160.3551527094,34141.64860740695,216.85,135913.8489411183,189548.2765014562,22.458000000000002,658898.5154959443,3.5
2021-01-10 21:17:27,-25.749,2383160.3551527094,34141.6654419077,216.82,135913.9915940824,189548.2765014562,22.458000000000002,658898.5302740673,3.5
2021-01-10 21:17:29,-22.328,2383160.3551527094,34141.67712076094,216.74,135914.10223475398,189548.2765014562,22.436,658898.5417288305,3.5
2021-01-10 21:17:30,,,,,,,,,
2021-01-10 21:17:31,-23.388,2383160.3551527094,34141.69116820731,216.73000000000002,135914.2324097743,189548.2765014562,22.404,658898.55518925,3.5
2021-01-10 21:17:33,-19.933,2383160.3551527094,34141.702107934594,215.76,135914.34496617346,189548.2765014562,22.347,658898.566853104,3.5
2021-01-10 21:17:35,-18.465,2383160.3551527094,34141.71301562645,215.77,135914.4721677654,189548.2765014562,22.3,658898.5800073306,3.5
2021-01-10 21:17:37,-19.82,2383160.3551527094,34141.723448105506,215.78,135914.58652088282,189548.2765014562,22.268,658898.5918132949,3.5
2021-01-10 21:17:39,-11.621,2383160.3551527094,34141.73214446126,215.79,135914.71193070972,189548.2765014562,22.225,658898.6047349398,3.5
2021-01-10 21:17:40,,,,,,,,,
2021-01-10 21:17:41,-7.753,2383160.3551527094,34141.7365069011,216.51,135914.81120133144,189548.2765014562,22.177,658898.6149215194,3.5
2021-01-10 21:17:43,-19.27,2383160.3551527094,34141.74907192849,220.92000000000002,135914.95362025837,189548.2765014562,22.118000000000002,658898.6293544294,3.5
2021-01-10 21:17:45,-18.779,2383160.3551527094,34141.75721813399,220.87,135915.04915935962,189548.2765014562,22.07,658898.6389063159,3.5
2021-01-10 21:17:47,-18.592,2383160.3551527094,34141.76995135784,220.84,135915.19900610708,189548.2765014562,22.039,658898.6538674925,3.5
2021-01-10 21:17:49,-18.008,2383160.3551527094,34141.78003255011,220.83,135915.32174969892,189548.2765014562,22.003,658898.666101808,3.5
2021-01-10 21:17:50,,,,,,,,,
2021-01-10 21:17:51,,,,220.86,135915.44438944367,189548.2765014562,,,
2021-01-10 21:17:53,-22.654,2383160.3551527094,34141.80091599767,224.86,135915.5539852426,189548.2765014562,21.943,658898.6890168476,3.5
2021-01-10 21:17:55,-22.125,2383160.3551527094,34141.81396162877,224.86,135915.68609532964,189548.2765014562,21.921,658898.7018967564,3.5
2021-01-10 21:17:57,-22.111,2383160.3551527094,34141.82713170462,224.79,135915.81911465598,189548.2765014562,21.916,658898.7148677727,3.5
2021-01-10 21:17:59,-22.749,2383160.3551527094,34141.83893513573,224.86,135915.93709945574,189548.2765014562,21.884,658898.7263556047,3.5
2021-01-10 21:18:00,,,,,,,,,
2021-01-10 21:18:01,-24.264,2383160.3551527094,34141.85316930486,224.81,135916.06898341206,189548.2765014562,21.867,658898.7391877224,3.5
2021-01-10 21:18:03,-26.298000000000002,2383160.3551527094,34141.86363651084,225.82,135916.1589325093,189548.2765014562,21.85,658898.7478945613,3.5
2021-01-10 21:18:05,-24.23,2383160.3551527094,34141.87858895279,225.85,135916.29829520703,189548.2765014562,21.822,658898.7613582867,3.5
2021-01-10 21:18:07,-19.253,2383160.3551527094,34141.89173367042,225.9,135916.44531571525,189548.2765014562,21.802,658898.77555057,3.5
2021-01-10 21:18:09,-18.434,2383160.3551527094,34141.901484584545,225.76,135916.5619122464,189548.2765014562,21.779,658898.7868044223,3.5
2021-01-10 21:18:10,,,,,,,,,
2021-01-10 21:18:11,-18.434,2383160.3551527094,34141.91244583759,225.79,135916.69617265434,189548.2765014562,21.768,658898.799748208,3.5
2021-01-10 21:18:13,-27.186,2383160.3551527094,34141.9275260965,225.82,135916.81970950047,189548.2765014562,21.747,658898.8116453954,3.5
2021-01-10 21:18:15,-25.29,2383160.3551527094,34141.93937937003,225.96,135916.9255997052,189548.2765014562,21.726,658898.8218308055,3.5
2021-01-10 21:18:17,-43.050000000000004,2383160.3551527094,34141.95342745547,225.92000000000002,135917.03411330478,189548.2765014562,21.724,658898.8322645534,3.5
2021-01-10 21:18:19,-41.53,2383160.3551527094,34141.98273097063,225.92000000000002,135917.1909678478,189548.2765014562,21.716,658898.8473467455,3.5
2021-01-10 21:18:20,,,,,,,,,
2021-01-10 21:18:21,-42.37,2383160.3551527094,34142.00354611101,225.89000000000001,135917.3019467031,189548.2765014562,21.703,658898.8580078877,3.5
2021-01-10 21:18:23,-33.54,2383160.3551527094,34142.02540565266,218.74,135917.4471777839,189548.2765014562,21.715,658898.8721566297,3.5
2021-01-10 21:18:25,-32.79,2383160.3551527094,34142.0399417106,216.99,135917.5437784478,189548.2765014562,21.725,658898.8818270494,3.5
2021-01-10 21:18:27,-35.410000000000004,2383160.3551527094,34142.06334064572,217.02,135917.68830549833,189548.2765014562,21.736,658898.8962997189,3.5
2021-01-10 21:18:29,-34.910000000000004,2383160.3551527094,34142.08285242007,216.98000000000002,135917.80813737097,189548.2765014562,21.719,658898.908297288,3.5
2021-01-10 21:18:30,,,,,,,,,
2021-01-10 21:18:31,-23.231,2383160.3551527094,34142.09742705496,217.0,135917.91801900876,189548.2765014562,21.716,658898.9192940413,3.5
2021-01-10 21:18:33,-17.115000000000002,2383160.3551527094,34142.10783459302,207.95000000000002,135918.04745286464,189548.2765014562,21.741,658898.9325084721,3.5
2021-01-10 21:18:35,-16.469,2383160.3551527094,34142.11678956084,207.05,135918.16048181994,189548.2765014562,21.747,658898.9443795687,3.5
2021-01-10 21:18:37,-17.591,2383160.3551527094,34142.126711303994,,,,21.749,658898.9566725945,3.5
2021-01-10 21:18:39,-14.092,2383160.3551527094,34142.13429968439,207.02,135918.38431954425,189548.2765014562,21.749,658898.967895522,3.5
2021-01-10 21:18:40,,,,,,,,,
2021-01-10 21:18:41,-17.13,2383160.3551527094,34142.14327158122,207.02,135918.50752182613,189548.2765014562,21.752,658898.9808424084,3.5
2021-01-10 21:18:43,-15.947000000000001,2383160.3551527094,34142.15264020281,215.09,135918.61267821968,189548.2765014562,21.779,658898.9917041931,3.5
2021-01-10 21:18:45,-19.084,2383160.3551527094,34142.16315963492,215.07,135918.73124713733,189548.2765014562,21.799,658899.003716977,3.5
2021-01-10 21:18:47,-18.72,2383160.3551527094,34142.17194073901,215.05,135918.8307125366,189548.2765014562,21.794,658899.0137981921,3.5
2021-01-10 21:18:49,-21.735,2383160.3551527094,34142.186820326635,215.04,135918.98330617716,189548.2765014562,21.795,658899.0292647853,3.5
2021-01-10 21:18:50,,,,,,,,,
2021-01-10 21:18:51,-22.76,2383160.3551527094,34142.19573470767,215.02,135919.07020673942,189548.2765014562,21.797,658899.0380746366,3.5
2021-01-10 21:18:53,-22.929000000000002,2383160.3551527094,34142.211943408096,216.61,135919.22333066363,189548.2765014562,21.841,658899.0535091282,3.5
2021-01-10 21:18:55,-24.732,2383160.3551527094,34142.22402112018,217.0,135919.32995685624,189548.2765014562,21.861,658899.0642497722,3.5
2021-01-10 21:18:57,-25.856,2383160.3551527094,34142.23993617821,217.04,135919.4644784243,189548.2765014562,21.852,658899.0777939318,3.5
2021-01-10 21:18:59,-25.131,2383160.3551527094,34142.25003542372,218.66,135919.5505943901,189548.2765014562,21.86,658899.0864034629,3.5
2021-01-10 21:19:00,,,,,,,,,
2021-01-10 21:19:01,-26.249,2383160.3551527094,34142.26886153139,218.55,135919.7073425853,189548.2765014562,21.91,658899.1021134832,3.5
2021-01-10 21:19:03,-24.082,2383160.3551527094,34142.2778462798,216.46,135919.78757897022,189548.2765014562,21.918,658899.1102331307,3.5
2021-01-10 21:19:05,-23.789,2383160.3551527094,34142.294862502415,216.45000000000002,135919.9403256752,189548.2765014562,21.958000000000002,658899.1257194133,3.5
2021-01-10 21:19:07,-23.833000000000002,2383160.3551527094,34142.30892278015,216.46,135920.06815141995,189548.2765014562,21.986,658899.1386993318,3.5
2021-01-10 21:19:09,-27.3,2383160.3551527094,34142.32234789747,216.41,135920.18056836587,189548.2765014562,22.026,658899.1501344505,3.5
2021-01-10 21:19:10,,,,,,,,,
2021-01-10 21:19:11,-26.931,2383160.3551527094,34142.33839797163,216.42000000000002,135920.30861495304,189548.2765014562,22.067,658899.1631842946,3.5
2021-01-10 21:19:13,-25.975,2383160.3551527094,34142.35287694819,216.4,135920.4288350722,189548.2765014562,22.11,658899.1754635306,3.5
2021-01-10 21:19:15,-25.953,2383160.3551527094,34142.36444023774,216.42000000000002,135920.52522004524,189548.2765014562,22.14,658899.1853229465,3.5
2021-01-10 21:19:17,-25.437,2383160.3551527094,34142.38129264651,216.42000000000002,135920.66931462547,189548.2765014562,22.175,658899.2000803063,3.5
2021-01-10 21:19:19,-25.434,2383160.3551527094,34142.39453322488,216.35,135920.7819554334,189548.2765014562,22.196,658899.211634473,3.5
2021-01-10 21:19:20,,,,,,,,,
2021-01-10 21:19:21,-26.174,2383160.3551527094,34142.4097596375,216.34,135920.90972511368,189548.2765014562,22.29,658899.2247897725,3.5
2021-01-10 21:19:23,-23.86,2383160.3551527094,34142.41854686591,215.38,135920.98829664366,189548.2765014562,22.312,658899.232925829,3.5
2021-01-10 21:19:25,-24.846,2383160.3551527094,34142.43605840069,215.4,135921.1375093998,189548.2765014562,22.376,658899.2484111013,3.5
2021-01-10 21:19:27,-22.528,2383160.3551527094,34142.44903644888,215.42000000000002,135921.25425332776,189548.2765014562,22.427,658899.2605575052,3.5
2021-01-10 21:19:29,-24.968,2383160.3551527094,34142.4644584062,215.3,135921.38741190464,189548.2765014562,22.478,658899.2744514191,3.5
2021-01-10 21:19:30,,,,,,,,,
2021-01-10 21:19:31,-21.065,2383160.3551527094,34142.47673696625,215.29,135921.50126476854,189548.2765014562,22.533,658899.2863603097,3.5
2021-01-10 21:19:33,-26.171,2383160.3551527094,34142.49070527202,215.29,135921.62013537934,189548.2765014562,22.585,658899.2988230085,3.5
2021-01-10 21:19:35,-26.343,2383160.3551527094,34142.50619888919,215.3,135921.74720060668,189548.2765014562,22.627,658899.3121716587,3.5
2021-01-10 21:19:37,-25.64,2383160.3551527094,34142.52053943709,215.31,135921.86681814384,189548.2765014562,22.667,658899.3247591584,3.5
2021-01-10 21:19:39,-27.139,2383160.3551527094,34142.53233478802,215.3,135921.96370442724,189548.2765014562,22.704,658899.3349752176,3.5
2021-01-10 21:19:40,,,,,,,,,
2021-01-10 21:19:41,-30.23,2383160.3551527094,34142.55055090274,215.16,135922.09273324415,189548.2765014562,22.799,658899.348634303,3.5
2021-01-10 21:19:43,-28.751,2383160.3551527094,34142.562275036944,214.35,135922.18041514806,189548.2765014562,22.82,658899.3579397694,3.5
2021-01-10 21:19:45,-29.03,2383160.3551527094,34142.5818694697,214.29,135922.32505934613,189548.2765014562,22.881,658899.3733730289,3.5
2021-01-10 21:19:47,-29.777,2383160.3551527094,34142.60018460193,214.36,135922.45885919622,189548.2765014562,22.936,658899.3876824816,3.5
2021-01-10 21:19:49,-29.127,2383160.3551527094,34142.6170305293,214.37,135922.58249059095,189548.2765014562,23.007,658899.4009434835,3.5
2021-01-10 21:19:50,,,,,,,,,
2021-01-10 21:19:51,-27.792,2383160.3551527094,34142.63247249297,214.54,135922.70164634343,189548.2765014562,23.06,658899.4137491671,3.5
2021-01-10 21:19:53,-22.241,2383160.3551527094,34142.64449779417,210.55,135922.80596717415,189548.2765014562,23.107,658899.4251792728,3.5
2021-01-10 21:19:55,-24.483,2383160.3551527094,34142.6568668732,210.52,135922.91233289146,189548.2765014562,23.148,658899.4368663895,3.5
2021-01-10 21:19:57,-21.072,2383160.3551527094,34142.671817764036,210.5,135923.04897900746,189548.2765014562,23.221,658899.4519301681,3.5
2021-01-10 21:19:59,-13.618,2383160.3551527094,34142.67882364349,210.51,135923.1232675163,189548.2765014562,23.267,658899.4601413604,3.5
2021-01-10 21:20:00,,,,,,,,,
2021-01-10 21:20:01,-14.542,2383160.3551527094,34142.69010165035,210.46,135923.286491602,189548.2765014562,23.354,658899.4782413266,3.5
2021-01-10 21:20:03,-22.02,2383160.3551527094,34142.70233459527,214.31,135923.4055563036,189548.2765014562,23.382,658899.4912301769,3.5
2021-01-10 21:20:05,-22.957,2383160.3551527094,34142.71476148778,213.77,135923.51921299228,189548.2765014562,23.45,658899.5036869603,3.5
2021-01-10 21:20:07,-22.143,2383160.3551527094,34142.72811893612,213.89000000000001,135923.64316437865,189548.2765014562,23.518,658899.5173074631,3.5
2021-01-10 21:20:09,-24.522000000000002,2383160.3551527094,34142.740921277946,213.76,135923.75593298604,189548.2765014562,23.584,658899.5297450246,3.5
2021-01-10 21:20:10,,,,,,,,,
2021-01-10 21:20:11,-25.01,2383160.3551527094,34142.75458267483,213.45000000000002,135923.87372418394,189548.2765014562,23.622,658899.5427713258,3.5
2021-01-10 21:20:13,-26.001,2383160.3551527094,34142.765024250766,216.39000000000001,135923.9622668066,189548.2765014562,23.653000000000002,658899.5525492119,3.5
2021-01-10 21:20:15,-25.296,2383160.3551527094,34142.783388851414,215.91,135924.11535919778,189548.2765014562,23.745,658899.5693640797,3.5
2021-01-10 21:20:17,-24.36,2383160.3551527094,34142.79244377945,215.4,135924.19310544964,189548.2765014562,23.784,658899.5779318227,3.5
2021-01-10 21:20:19,-24.07,2383160.3551527094,34142.810964187585,215.27,135924.35927045174,189548.2765014562,23.866,658899.5963441491,3.5
2021-01-10 21:20:20,,,,,,,,,
2021-01-10 21:20:21,-23.815,2383160.3551527094,34142.81941523709,215.17000000000002,135924.43499062487,189548.2765014562,23.891000000000002,658899.6047509811,3.5
2021-01-10 21:20:23,-23.504,2383160.3551527094,34142.837259993605,214.32,135924.5981166141,189548.2765014562,23.962,658899.622930968,3.5
2021-01-10 21:20:25,-22.889,2383160.3551527094,34142.84795340187,214.22,135924.69819773795,189548.2765014562,24.036,658899.6341449058,3.5
2021-01-10 21:20:27,-22.026,2383160.3551527094,34142.86227272998,214.21,135924.83614225732,189548.2765014562,24.091,658899.649649421,3.5
2021-01-10 21:20:29,-22.693,2383160.3551527094,34142.87407532053,214.1,135924.94832469718,189548.2765014562,24.14,658899.6622897075,3.5
2021-01-10 21:20:30,,,,,,,,,
2021-01-10 21:20:31,-23.81,2383160.3551527094,34142.88619937347,213.85,135925.06082157214,189548.2765014562,24.182000000000002,658899.6750021372,3.5
2021-01-10 21:20:33,-25.316,2383160.3551527094,34142.89664073621,215.52,135925.14914593825,189548.2765014562,24.206,658899.6849858387,3.5
2021-01-10 21:20:35,-25.817,2383160.3551527094,34142.91579621859,215.35,135925.31279960062,189548.2765014562,24.292,658899.7034362429,3.5
2021-01-10 21:20:37,-27.603,2383160.3551527094,34142.9309628066,215.24,135925.43238010025,189548.2765014562,24.35,658899.7169557321,3.5
2021-01-10 21:20:39,-27.285,2383160.3551527094,34142.94479935171,214.95000000000002,135925.5414328963,189548.2765014562,24.386,658899.7293189986,3.5
2021-01-10 21:20:40,,,,,,,,,
2021-01-10 21:20:41,-27.009,2383160.3551527094,34142.959579991664,214.68,135925.65918585492,189548.2765014562,24.442,658899.7427107741,3.5
2021-01-10 21:20:43,-25.638,2383160.3551527094,34142.975251612974,211.8,135925.78961137854,189548.2765014562,24.498,658899.7576757645,3.5
2021-01-10 21:20:45,-25.240000000000002,2383160.3551527094,34142.986468610296,211.47,135925.88360757983,189548.2765014562,24.557000000000002,658899.7685837395,3.5
2021-01-10 21:20:47,-25.193,2383160.3551527094,34143.00314629481,211.45000000000002,135926.02456136816,189548.2765014562,24.617,658899.7849826829,3.5
2021-01-10 21:20:49,-24.594,2383160.3551527094,34143.01684537096,211.28,135926.14193520613,189548.2765014562,24.653000000000002,658899.798676169,3.5
2021-01-10 21:20:50,,,,,,,,,
2021-01-10 21:20:51,-23.301000000000002,2383160.3551527094,34143.02952571377,211.3,135926.2528179056,189548.2765014562,24.693,658899.8116295569,3.5
2021-01-10 21:20:53,-20.968,2383160.3551527094,34143.04181894664,209.62,135926.37623067998,189548.2765014562,24.759,658899.8261349001,3.5
2021-01-10 21:20:55,-21.914,2383160.3551527094,34143.051598056605,209.72,135926.46963864684,189548.2765014562,24.811,658899.8371863536,3.5
2021-01-10 21:20:57,-22.672,2383160.3551527094,34143.067016161665,209.88,135926.6093055816,189548.2765014562,24.857,658899.8537184222,3.5
2021-01-10 21:20:59,-21.741,2383160.3551527094,34143.07855900495,210.31,135926.72042735454,189548.2765014562,24.91,658899.8668778152,3.5
2021-01-10 21:21:00,,,,,,,,,
2021-01-10 21:21:01,-22.351,2383160.3551527094,34143.091317687045,210.47,135926.84307051383,189548.2765014562,24.942,658899.881407807,3.5
2021-01-10 21:21:03,-23.065,2383160.3551527094,34143.10019961285,212.9,135926.92633307888,189548.2765014562,24.965,658899.8912449311,3.5
2021-01-10 21:21:05,-23.25,2383160.3551527094,34143.1157694404,213.21,135927.0745557652,189548.2765014562,25.062,658899.9086742636,3.5
2021-01-10 21:21:07,-24.86,2383160.3551527094,34143.12496331021,213.58,135927.15756843903,189548.2765014562,25.074,658899.9184328155,3.5
2021-01-10 21:21:09,-24.72,2383160.3551527094,34143.142790354636,213.71,135927.3119735026,189548.2765014562,25.116,658899.9365765837,3.5
2021-01-10 21:21:10,,,,,,,,,
2021-01-10 21:21:11,-26.881,2383160.3551527094,34143.15707966265,213.73000000000002,135927.43508202772,189548.2765014562,25.16,658899.9510612101,3.5
2021-01-10 21:21:13,-26.881,2383160.3551527094,34143.172013620846,215.81,135927.55497575706,189548.2765014562,25.211000000000002,658899.965064937,3.5
2021-01-10 21:21:15,-28.198,2383160.3551527094,34143.18594460207,215.91,135927.6630512821,189548.2765014562,25.251,658899.9777010021,3.5
2021-01-10 21:21:17,-26.159,2383160.3551527094,34143.20204591165,215.84,135927.79483267968,189548.2765014562,25.273,658899.9931269407,3.5
2021-01-10 21:21:19,-27.578,2383160.3551527094,34143.217198740975,215.84,135927.91474001808,189548.2765014562,25.298000000000002,658900.0071779881,3.5
2021-01-10 21:21:20,,,,,,,,,
2021-01-10 21:21:21,-26.247,2383160.3551527094,34143.230880979856,215.91,135928.02937351036,189548.2765014562,25.337,658900.0206274893,3.5
2021-01-10 21:21:23,-26.975,2383160.3551527094,34143.24652865229,215.1,135928.15439513745,189548.2765014562,25.373,658900.0353399899,3.5
2021-01-10 21:21:25,-29.984,2383160.3551527094,34143.26156667247,216.69,135928.26509246364,189548.2765014562,25.403000000000002,658900.0483293022,3.5
2021-01-10 21:21:27,-30.62,2383160.3551527094,34143.27970085088,216.6,135928.39500806024,189548.2765014562,25.421,658900.0635713498,3.5
2021-01-10 21:21:29,-28.27,2383160.3551527094,34143.295166067124,216.61,135928.50991916863,189548.2765014562,25.445,658900.077070152,3.5
2021-01-10 21:21:30,,,,,,,,,
2021-01-10 21:21:31,-38.01,2383160.3551527094,34143.31488093031,216.53,135928.63562760683,189548.2765014562,25.489,658900.0918610112,3.5
2021-01-10 21:21:33,-39.050000000000004,2383160.3551527094,34143.33633536122,215.54,135928.75537147291,189548.2765014562,25.524,658900.1060366657,3.5
2021-01-10 21:21:35,-39.47,2383160.3551527094,34143.35820475332,215.58,135928.8751302532,189548.2765014562,25.533,658900.1202198355,3.5
2021-01-10 21:21:37,-39.06,2383160.3551527094,34143.379777859234,,,,25.541,658900.1344103053,3.5
2021-01-10 21:21:39,-28.496000000000002,2383160.3551527094,34143.39799090887,215.51,135929.11046231556,189548.2765014562,25.584,658900.1481205513,3.5
2021-01-10 21:21:40,,,,,,,,,
2021-01-10 21:21:41,-21.332,2383160.3551527094,34143.410677516025,214.25,135929.2227620109,189548.2765014562,25.615000000000002,658900.1615113632,3.5
2021-01-10 21:21:43,-17.566,2383160.3551527094,34143.41781419352,206.54,135929.30921162086,189548.2765014562,25.626,658900.1719219008,3.5
2021-01-10 21:21:45,-17.277,2383160.3551527094,34143.429909055565,206.5,135929.45378147325,189548.2765014562,25.632,658900.1898609684,3.5
2021-01-10 21:21:47,-18.013,2383160.3551527094,34143.437137281115,206.47,135929.53946626853,189548.2765014562,25.64,658900.200500289,3.5
2021-01-10 21:21:49,-17.22,2383160.3551527094,34143.450479520136,206.49,135929.69495380486,189548.2765014562,25.672,658900.2198280541,3.5
2021-01-10 21:21:50,,,,,,,,,
2021-01-10 21:21:51,-17.871,2383160.3551527094,34143.4562930906,206.47,135929.76421983264,189548.2765014562,25.686,658900.2284437467,3.5
2021-01-10 21:21:53,-28.827,2383160.3551527094,34143.47581058756,216.64000000000001,135929.93226494282,189548.2765014562,25.686,658900.2483740626,3.5
2021-01-10 21:21:55,-29.265,2383160.3551527094,34143.49126118098,218.63,135930.04785896835,189548.2765014562,25.698,658900.2619582838,3.5
2021-01-10 21:21:57,-29.269000000000002,2383160.3551527094,34143.50688930617,218.58,135930.1645719097,189548.2765014562,25.698,658900.2756796827,3.5
2021-01-10 21:21:59,-29.333000000000002,2383160.3551527094,34143.51883797259,218.56,135930.2537633213,189548.2765014562,25.706,658900.2861691886,3.5
2021-01-10 21:22:00,,,,,,,,,
2021-01-10 21:22:01,-29.202,2383160.3551527094,34143.540145354,218.53,135930.4123956892,189548.2765014562,25.732,658900.3048433935,3.5
2021-01-10 21:22:03,-28.449,2383160.3551527094,34143.556685506104,218.45000000000002,135930.53942605027,189548.2765014562,25.727,658900.3198036964,3.5
2021-01-10 21:22:05,-28.342000000000002,2383160.3551527094,34143.569051340724,218.51,135930.6373971615,189548.2765014562,25.715,658900.3313348113,3.5
2021-01-10 21:22:07,-29.21,2383160.3551527094,34143.58167320779,218.47,135930.734312638,189548.2765014562,25.722,658900.342743531,3.5
2021-01-10 21:22:09,-30.27,2383160.3551527094,34143.60359967486,218.42000000000002,135930.8853811475,189548.2765014562,25.746000000000002,658900.3605444684,3.5
2021-01-10 21:22:10,,,,,,,,,
2021-01-10 21:22:11,-35.550000000000004,2383160.3551527094,34143.62629781512,218.44,135931.02484895228,189548.2765014562,25.73,658900.3769724795,3.5
2021-01-10 21:22:13,-32.63,2383160.3551527094,34143.637411714575,216.65,135931.09865321347,189548.2765014562,25.751,658900.3857448202,3.5
2021-01-10 21:22:15,-30.34,2383160.3551527094,34143.65749052245,216.4,135931.2418256597,189548.2765014562,25.732,658900.4027767502,3.5
2021-01-10 21:22:17,-33.480000000000004,2383160.3551527094,34143.67672220642,216.42000000000002,135931.37395987444,189548.2765014562,25.746000000000002,658900.4184952179,3.5
2021-01-10 21:22:19,-33.21,2383160.3551527094,34143.69695315056,216.41,135931.5057965938,189548.2765014562,25.747,658900.4341808693,3.5
2021-01-10 21:22:20,,,,,,,,,
2021-01-10 21:22:21,-30.560000000000002,2383160.3551527094,34143.71319326678,216.39000000000001,135931.61587291548,189548.2765014562,25.759,658900.4472078114,3.5
2021-01-10 21:22:23,-26.47,2383160.3551527094,34143.723918534204,212.41,135931.7025052585,189548.2765014562,25.745,658900.4576272294,3.5
2021-01-10 21:22:25,-26.877,2383160.3551527094,34143.74207855748,212.51,135931.84068233718,189548.2765014562,25.734,658900.4743624779,3.5
2021-01-10 21:22:27,-27.735,2383160.3551527094,34143.760419471946,212.48000000000002,135931.98120629587,189548.2765014562,25.754,658900.4913912297,3.5
2021-01-10 21:22:29,-28.205000000000002,2383160.3551527094,34143.77460912608,212.43,135932.0879923698,189548.2765014562,25.757,658900.5043375182,3.5
2021-01-10 21:22:30,,,,,,,,,
2021-01-10 21:22:31,-27.405,2383160.3551527094,34143.79128374013,212.08,135932.21703276475,189548.2765014562,25.749,658900.520004528,3.5
2021-01-10 21:22:33,488.0,2383160.610068492,34143.7912875503,-299.28000000000003,135932.217058935,189548.429916509,25.623,658900.5336221836,3.5
2021-01-10 21:22:35,481.40000000000003,2383160.7862622472,34143.7912875503,-301.7,135932.217058935,189548.5383556982,25.608,658900.5428885677,3.5
2021-01-10 21:22:37,489.3,2383161.164620536,34143.7912875503,-301.7,135932.217058935,189548.7718967453,25.618000000000002,658900.5627132715,3.5
